gameDuration,surrendered,win,blueTopSummonerId,blueTopChampionName,firstBloodTeam,blueJungleSummonerId,blueJungleChampionName,blueMiddleSummonerId,blueMiddleChampionName,blueBottomSummonerId,blueBottomChampionName,blueUtilitySummonerId,blueUtilityChampionName,redTopSummonerId,redTopChampionName,redJungleSummonerId,redJungleChampionName,redMiddleSummonerId,redMiddleChampionName,redBottomSummonerId,redBottomChampionName,redUtilitySummonerId,redUtilityChampionName,blueTopKills15,blueTopDeaths15,blueTopAssists15,blueJungleKills15,blueJungleDeaths15,blueJungleAssists15,blueMiddleKills15,blueMiddleDeaths15,blueMiddleAssists15,blueBottomKills15,blueBottomDeaths15,blueBottomAssists15,blueUtilityKills15,blueUtilityDeaths15,blueUtilityAssists15,redTopKills15,redTopDeaths15,redTopAssists15,redJungleKills15,redJungleDeaths15,redJungleAssists15,redMiddleKills15,redMiddleDeaths15,redMiddleAssists15,redBottomKills15,redBottomDeaths15,redBottomAssists15,redUtilityKills15,redUtilityDeaths15,redUtilityAssists15,blueHextechDragonKills15,redHextechDragonKills15,blueChemtechDragonKills15,redChemtechDragonKills15,blueMountainDragonKills15,redMountainDragonKills15,blueCloudDragonKills15,redCloudDragonKills15,blueOceanDragonKills15,redOceanDragonKills15,blueInfernalDragonKills15,redInfernalDragonKills15,blueGrubKills15,redGrubKills15,blueHeraldKills15,redHeraldKills15,blueTopGold15,blueTopLevel15,blueJungleGold15,blueJungleLevel15,blueMiddleGold15,blueMiddleLevel15,blueBottomGold15,blueBottomLevel15,blueUtilityGold15,blueUtilityLevel15,redTopGold15,redTopLevel15,redJungleGold15,redJungleLevel15,redMiddleGold15,redMiddleLevel15,redBottomGold15,redBottomLevel15,redUtilityGold15,redUtilityLevel15,goldDifference15,rank,division 
1892,No,Red,-MoVmCdNTuNHg0_Tbk1a_An7_ljlBbU0emQoSs3Im9I7IUYNB3YPk5U_CvkmbYGPDoRkDpneDsPuVw,Darius,red,Y06hYV6PQbGZTO2IwK_bpCfeve-LYljTsxW2bvCVPt8J3n69ZWD9EX4SZS0LvxMHQwVpHunoFXdNfg,Nocturne,8maT-4Y4JBIvGdqs3mCsDj24exlItcuhL-XSpxzoO3tEkTVQj84I9P5wetM5vT4BwwaXIS0kDDdchg,Yasuo,T6WmrHAmUkkyAsBv7iOVYMhP_XbHE1PblUAwQb2zepdg4kvG3fUaYEErB2MGglVmdciuUq6Rk0yJJw,Smolder,OroysVKCA_johDZ-7TKl2bbfSFuNE5t23ZBxenGdxqzeBUPZy72rcvtQwPBrpFNClNMDECXkGxQz4Q,Teemo,DhLEc1Tj5x7MXUJaNHBEHK4SEFmVFuhtdav8bdQ4l39ycUBeMUC39Iqd0-p_wa8wdlwSzhNPZqJKIA,TahmKench,XUs_ZA-ZX34vhIffXClngQNE30gaNZ7JPk6ruGBKn4U8NbhE8t_gF7a6LdQro9D8RsRkLTqWK5L-DQ,Warwick,sXOPkf3h3TMcMCOx6n6ldikq7tf0KIc11fypFPKETRVoxhR3H1TVPljbz85Os2Dqc24m-Lh61CfH1A,Yone,HdPP5ykPJRE91pxd3UCiiRDvymPJ-B7auvJ7ehbzzE21zqldDHI7eWwKvdoVC-8JvSz0qc_E9HTg0w,Caitlyn,1QHM5e7u7tVzJrmdlUdEvXj8cRsmxQU9-J3bXwHItp5NlbR7xxfY-zX_fOwmAbrmE6PCQEDQAnSx9Q,Shaco,1,2,2,3,2,0,0,4,0,0,1,0,0,0,1,1,2,0,0,1,3,8,0,0,0,1,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,5244,11,4597,7,4647,10,4456,8,3739,8,4639,11,4686,9,6700,11,4715,9,3675,7,-1732,BRONZE,II
1918,No,Blue,s1-mQ_1tjDq8UVYmZ0pZyD-o7K6a4Z9DZIr8GeLDYa5S_sjBbx6MAZ0I7WX475fRkVk5KTWh80XM4Q,Yone,red,zbeIhsMZDx2fWfHUr0nsKEuUk4Qvy0udfy-OZQ-amzwaKJLgjotwCi5bVX-dtHt5wQl2CN5GVTo19g,Diana,AhW0fLaClcwDZbHlBx_3AUhJLk6XR5kjmrkbDvSZoCb0tvZtUCPm3iAUiAm9BZ8ELZWTTozk2kyJqg,Zoe,5cBszTSlGIUN-a6zQTQ7RpQjvYXqswJYA_YdljlGsdAp2IOIf47O8zeibE-K8QvQ3uJiEajRLPa8iw,Smolder,ahojTxIJJURFPOug6k-nr08HLd0uIf7pesu0gqLKuyqK1YNSPl7AL7Oxn8zkcnOIYLZYVUQC8ae0uw,Taric,gx7ZYr2sh3cYYY6kjKIBOhoa9eGxIJLQ9rFZ_m4B988otgk4TzbH_SzJMBvC89PutbnG5rS0REjpVg,Illaoi,W-8z5Eb0pPrkil8QX3DnZirW9r5BZW_w93v-UZ1mgEW_T3n0CnrYYm2pCZehPVZT9lFJWoUTAR1N3A,Viego,aYGBIJqXD8vVIiKzr1r4AGfrIkGmsAi4U7vVim0uK8Vk9gK98mL4LUYOMmiQkFZsFyosuCEzj_bsZQ,Akali,MRwVzlBxmgawiCe1d25VCFLASww2kaBXaKeDC71vGKDBsv5iDi8zBHF54JZbPguzTNd3viVB5SqzgA,Caitlyn,aUQ_k6g0a8E39KZTcY93EtW1iLZEKSWDGdXBuB6z0i_HqQr2z3QSXYjxh8fpGMpxK9T_vHApyShq3Q,Xerath,1,1,0,2,6,0,2,3,0,7,1,1,1,3,6,1,1,0,3,2,5,7,2,0,1,3,2,2,5,4,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,4903,10,4998,8,5220,11,5959,8,4806,7,4438,11,5842,9,6215,11,3915,8,5185,8,291,BRONZE,II
1454,Yes,Red,wIt-UpZl36HzXrj_ycCGSqhGnMEghSQp5Agfg4R_OTisEygNRQQUYpgw6Ybdh5RsKwjKT5XYOgE1sg,Gnar,blue,Kn7QQ6ocxB2OLXac-KwW2V__XHCbIizo4-NpdyC-cAsMpDF9HViUCzIzGhU5NCdjNsjQhjrEFn5W5Q,Amumu,YgJDcYegxzT4hcqQJdNrCQMrBvo1tRo2dA6MGAsN4uzTw8t8d7c3nLaXXtJxjucw5HaeWHXZ7OJ0zQ,Briar,sEJrhujhohTXQa2CUYIn7jD7X5EPgtZxRmDwKrbmmBpjMiKJegQmnRmXh1qVb9iWS0Q7cysufLCxQg,Swain,Q5-evXLzDpY2yG3dREPsIdBfnQ99Wble_MHcY0dhkRvrngTh2g_A-TLxUAAlbtErbZvIGPluCLCJwg,Alistar,n9H7I232orpiyG2AgAOCTH760QpM1FfCEcVt58RJ4FhLMu-kxcuWuJEJGButCc2f6U9XSJx-K_z1RQ,Illaoi,IVbEIG2LiWeDfQ0SvZijd5EZN5eu0xUhuiQBBlA3Psc0LIMEBqSV1DHusBajxk3ArlorXtvOcpkSkw,Nocturne,-lCXTX0_dgOiQt_fJf0pUNjvTivhfX55KbJ4ZWZ6exX6oJi1iXTOsbMP-c_v7sFxThFa9BS37u6zMw,Sylas,UEAeH8iMbE0aDFwbzciqRCtHmPH3PVc2hHPh0tO_sKAH5dABaQkBZu1MI3GWzvMjp1vXeH6I9cY2EQ,Smolder,exwgc9zdFE6FDxo7jpSd30o-vvq6ORheqMznWxFlmRnyrQ3ut5dbVmR8jZMKQRHBAtB8-RPLklizgA,Thresh,0,1,0,1,4,1,2,5,1,3,2,1,0,3,3,1,0,2,4,1,6,5,2,2,4,1,3,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,4100,10,4412,8,4340,8,5356,8,3836,7,5867,11,6259,9,5589,11,5601,8,4402,7,-5674,BRONZE,II
1806,No,Red,O2P9sBMFaFUorElVRupZs8t0rW003o8uIDyj5nqT80_XVU-yJcmZRkM7l7tGqE5FdZyD8fecE061Qw,Caitlyn,red,-M548j0Tjo489R_f6jGAUWMzBO4X8ivlznaiLU5j8M0McAq8YobivMS1f99szdSrcSFNSwp5Cr8JnQ,Nocturne,WSUMQfSTbBN8ZLocvUfkTiuQCZeba9_vexhyJTsOgQA4_ogI24d1nGvqdS5xe-2vjkmE-zKWbU6jUg,AurelionSol,a7YalERcnbpEMeAda7Xgvra5OV1EQIR-d1OXqrHdWb36wNSSuD3_RblVDfYXerRJpmMp6WArIaw41g,Jinx,IWqvFjbqaWJD9LzsedA5t3mXW4bZ2CnLJR49_FlDE7L_vrvc2f2d_SNlTZml8Y5WVMz_BXvgfE_Xhw,Ashe,FAG4r84uR5_pN2OmF412ItigahSxcNbJVUjMwvqocoP6y3vITYeKELyf38fZpfH0A_BZZUcJGi-ccg,Nasus,-WpXZMpAII2dN9vvvlb_hyRiyd22Uoys0mSnaa8iakvcsPCXtTjBa-CH4eyzUeiqqrZm4AJ9NeaRLg,Kindred,ByouxmCU-N9UvrTyJy06wvMAhvsyo6Tr1N7bSNkq7kUytTiNaWDLZKbDrRKyJrNIs-S8mYIz-WzZ7w,Fizz,Ec9TCPIjdj0-i7JbbuIkdKZrBNEx4KpY1Ygex-9nuOPr-9xTti7Ao1jvLgWRz7u44jakj7YS5p-OAw,Smolder,HklARIy6pidILWYVhxo5lFcR51SE2-JJ4qzw7t85wt7yGe2a3MIsON5q4_U37Vwez5-5S-sUuj5D0w,Blitzcrank,2,2,0,4,3,1,3,4,4,2,2,3,3,3,2,2,2,2,3,2,3,3,4,3,5,2,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4454,9,5743,9,5877,10,5265,9,4765,8,5639,11,5484,8,5908,10,5499,9,4074,8,-500,BRONZE,II
1419,No,Red,icOcDaJodjvdIa_wh7Qyz19YCFYF-Lpya5VBuW6PS27bNf7uJ59A0tD9fEgEoD7GUaxd51yWxZ6D7A,Gwen,red,Ecdc5IfHljpALLUWldAuxNZdYwVOli7HfOsx9cU6eASZiteTeLmlBEl_IULJW2V3MH1_qB247sKCgg,Evelynn,lHar-O57VwzzEPNohkgUOF8Y7OqTYzdfo8eHyiWOQFTRKzsgQwwqjIIvNjqFxxavMiBc-NcaFaK4Tg,Lux,rsDwenhAn_2zGUvJsDCFMyhyoCv5TkoUlggxnWQDxvGVyhUtLa6KkG0zMhhw8-UKsyH5mShwvGyfbQ,Twitch,ilXrcNYZVhoMw8n5mU1I2BiK5fR8A2FT1ZSinsMdyvx-nd8XlYzfnMTPymrLV2z-Q02DhZmszS1leQ,Rakan,mKfLg-94f8QiXysaFaK8uPb1ZniD-HOVLHHOzwZBMc3X5KkMx_wBPfyiM-VmSeAVH8VNvUPiVGZG_A,Garen,kaUyZfvGUGIB7V85zjsqpednRkdeFQaH4U-TDTMFu7itphXnbWMThZKqFmwBRTPOdnnmjh09AdZjEQ,Ezreal,zg0DwrhBLP0AFTnNQEExCsnvdLikLRMzBn4FKC6HEalyzux-JaGQwxlNaoz93Is2VEWsfGAMHo9zVw,Hwei,R92bCfU9eHc_o3ayFcsUS3WfbabYx3Dw1mr6rVlhez40unggQS8DXQsqJXTlvlEVy6izd3x6GiTppw,Jinx,bTGrGRJpwltKWXtdixj2xjgXhvLrWwCLTcSyVNxwT51kUKV0tsFk0Ftw4-K-ag-teyNSzau4f2c98g,Blitzcrank,0,3,0,2,2,1,2,2,3,3,4,0,0,3,3,3,0,0,1,2,4,3,2,0,4,3,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,4430,10,4873,9,5399,11,4608,8,3723,7,6721,12,5158,9,5575,10,6315,8,5305,8,-6041,BRONZE,II
1902,No,Red,eyNOB2a7Cq1v2JbUaLckkUdgZXf9fLQVdWZot7C9t27cqhWwTdoVrZv3mRA2k2XNlXDzTsusG4xtaA,MasterYi,blue,NVLoNG8CFldyw_LLU43xoJtQBhgICFpCQuJNXJoFFrRp3VF8tz1sYT2P9yNmt1yNAwvCGmavyoqfpA,Vi,YwJPDjYbEYlYsZFbxc9MYpX6ejfRo4VOF2UkfpAn0Bk7F8hOH1_265UFH5XKLw-9H3wSDtXu3BSNEA,Yasuo,DYyT8pcIYdSlgv4Z4pAJ720e5LhXbR1Sm9i7N7NHZPoT-SJo8548FvZn85VEwS536fkaL2FZHlJOCA,Jhin,elMO7vptCJKlqeJcqnhRxf2gLjpTg8sk8u5u3NvZx69ZXsM7-Z-NnW81OK23TVQWH28NgttEuU_aUg,Ashe,ycez0nn6j5jgSKOZfKvf_gUKaEBrtoTJCtmzM7Vy2reFX50dBE8-S6hc_LHlteOjpS7aTnRjFzEing,Riven,rf46qQumPBdIczBp5EhT8R1mNbCu5gYcot9S4xrh_kJvlKXRaTYqQjmJgHhTqFI4-2tEEYZotRq9SQ,Brand,isuu0qeydzIPce3sVEpKlYcORFVs0R0E7J-WviNBbO-d97dUuTmE0TihvX9nhaomzFFg57sQsI6lbA,Qiyana,SMcF1bSYrlA3CjCTDauJebESbbIvE5yF2xlYcrf_0aa8Zjn2jMwmdmMHPHIlQuOlQWgYASOroEjy5w,Smolder,Z07Ta0ACEW9scjYNSLJe7DDak8Dpus0cOecMQt3ZnYqXayjHfHCOy6d2zeubkxpS3Jbxi0U8qRprtw,Galio,2,4,0,0,2,2,3,4,0,4,3,0,0,3,2,6,1,2,2,2,6,1,2,6,2,1,6,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4071,9,3939,7,5814,10,5840,9,3793,6,6189,10,5858,9,4674,10,5389,8,5320,8,-3973,BRONZE,II
1387,Yes,Red,tFQ0Eqi8Xb-_W12ZyrPLTrvo4UPylPop3QbRyixtsyz3CPB8xRakNXVeX8x25vo3jXK-No4IrYMd7A,Gragas,blue,cpSxy3yxx8TY_W6sPrqdL7nXBSnwEqB28sS2lHAnkPRqCMOboUqb64E-vSixYg58-35Pl8CqDe5JGQ,Evelynn,KDQnQkXoCqEt7ynNHRpteo4IZZYMhbDXb5Wukmh96nD1BRlSHknCH9M0MDpT5_a0sjtw1FRiOSB9NA,Ahri,u1P0uwdfCvOE2ulmHxsaxwz8S2M5m1IpFuhSqD7UiXZ7UKCNvMjDuKYBz1I_NC-qlH2OMio1938JhQ,MissFortune,f980QB7g7ZX3aOqpk20MQFImN1Pe3Sb3ADbXXeW1S0iy55XAgA0DXQb5S7eWq34Rj1lJ6h_ZjKtg4A,Pantheon,bP47k4mVtQB-47WbdSI5TQEUPAi_zF4BAOray7EiHcf1nfjsBzdTtVyuBLpf2hy6FdTA7TNU-22WJA,Mordekaiser,G25j_7czjFuX8wevTLRYCV2OzHpR50XhOnYTFB_kmTRDThJ68xodrosgk-BaW4Xsw5zUHZyy2fwzSg,Maokai,SxzvC42JidwrCU23WF_cWOZc7GaxZ5S8C6SLh652KhnNLQ2HKYc0-s7fF3nP8Wjeomlhf0MaTrMEgw,Tryndamere,ekkViEReoaOHnpMClv-TrEV4_GB7KT8ikh2QnKRmYdxQem59ExzKuQB60cUjgxXJY4URl4y5SzcXjQ,Smolder,fT7xSd3duoKladym0qCu7AyHVFdPCOw5-9cOr43v6oyRQpT9d_uCzmYkqOb0lQA65EfRbnyc-tqj4g,Teemo,1,3,1,1,2,0,2,1,0,1,2,1,2,2,2,3,2,0,1,1,5,3,1,1,1,1,3,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,1,3678,9,4798,8,4660,10,4133,8,4629,8,5069,11,4963,8,5125,10,5318,9,4147,8,-2724,BRONZE,II
1808,No,Red,GQ75P4HBwLQ2Elb7UoqPHaRVMa_WAzLu7U6SEwLlQzWVJRWZrBcmNcGyFZSWQKWgHtoVm8QZhYUHQQ,Yorick,blue,bToIkDwlcBwgwEkiYvtxWnoguYqOPYMSOQaoDVV9NPOLB4A26M4P7Sa5IAd9YnlTt_whqNPiiGv_iQ,MasterYi,bKh99BDYUG2U8mh2BJ_TtpOJm3SeqKSE-INGhGSZ353dSu2mpMZ76Q-wyf1F4-ge6xumglsUmh8NNA,Fizz,2gT6U5gpspaWx_F5PDXDvcZ3xwfZX9k2SyXTZVJhlmKcOxSHvx3buQbdaw5X2CWfI66pMgkGPx7ZuQ,Vayne,XiGJKn081ANhUJb1L-DInNwqoNESRXcdlQcYzZSKQCdPY5filGtZ8naXUzRgxnzdMJtRl3upuZLBEw,Swain,O6d7p568eJjgEhNNDjZf9b4hS0qonvcAA1q3DsOicURSfUHcYzPQ8j41c-WE8aQCbnGRtzcIVpKTHQ,Malphite,r4ThneXrLySVUFPDcNwauI8y-R9iYVx7Uw9OT8z9XIJ51gIBKoN3bj_IIeG3ohw5KxI4PbPE--Sj8w,Poppy,aAM1aGECdxO2QLH_TsIKp4cB8HT-CzKeT8kxrDJFAdsedsAiwLt9-mPuqOkt9QNPOA9PRj6jWEOmZQ,Velkoz,Z5E1_s9nO8EihTkHS76gX8gq15AdWDk2dMjvHkB80t1acLf2n3tw-yRh2qaVNaZxxLgW6ekDSbigqg,Twitch,aX3xSmE5z0zIuV4Z0UI5_MGRNiDoGi_Stklv0e7KIMCTaaqo37s2_hE5Gydib-S8eCuv_Ndtizcakg,Leona,2,3,0,1,2,1,5,3,2,2,2,0,1,3,2,2,0,1,3,3,7,4,5,2,2,1,4,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,5647,10,4751,9,5914,10,5242,9,4099,7,5219,11,5215,8,6072,10,5120,8,4688,7,-661,BRONZE,II
2932,No,Blue,ptsdfAxEwfBXUZGAAxvt-qOi2BhBISdXZJgZTyg-dUtmf-4SM7c3ZSKPolhEiorwFhr7G52vVUUffw,DrMundo,red,J7GBcWNE-JKsXQI_5PN4pzOQz0mjdUGnio6aB7vN0HByvCqaYgs0sv-9CnYGKBlJEISdmEX0VUg_Sw,Volibear,gitv9iBUF3CMOttxVyg6kCcZxfA3Pg2erOqS_bXF5Ze_9RMgZvp3rvpP5cH0X4GLDyrOt4VYutP3dw,Neeko,UHKXObRhIzrfsatxk8fWLfZFxTZQ-9ZH9lcZ0cM2XP1OY_dNsMtYlB6yL57CArfL9AFTVPoXk_rbUQ,Caitlyn,3gC1R-hXe2JsPE9bB77AACasNKdK10Y0ViuJrl9TpfzqLTnxUjRfCWmdUZJL8QKENIMJptZu5K2x0A,Lux,TEFs9YBQmzGj7eaBEDXyXlAnX06OQk7DWxlm52mtizwa4mXZppJ9KXuw-D9T6KwMUBOXQGn79mvCLA,Sett,P475pC86I40fYuxwQC86g4iB3cRy_4AljyBzTSIB0eOqGq6pJ8DiGQwwdWCRuu3ANq_qUNjLB2282g,Viego,f_aYJjkHVFTe-wmcUESNwg3QjtRR8-8UmFlqMuqG1pxb_U5TdrYphIbwg5ehDTH18e-6QRuDqBz6xw,Diana,QdKShreE74etg1tT1bb4FuQTzfwQs6zJuTjQ1uXndDNmd49WnuCTmnTZC_qde7OF3VV7jmATPDUzMQ,Smolder,yVaW1AiNAMgR41EBLHRp6sAeM8D92od4xm7Q3ywAcsKON6A7hZ4BWBdHJsL9CX24LMK_gxiWZTZrBA,Velkoz,3,0,1,2,2,4,1,3,4,3,2,2,3,4,3,1,2,0,1,3,0,3,3,0,5,3,1,1,1,6,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,4960,10,5862,9,4284,10,5402,8,5168,8,4136,10,4321,8,4791,10,5612,8,4436,8,2380,BRONZE,II
1044,Yes,Blue,gp9ko4hPRJhaBC5HqucSEDmHGYmUveObIbRxSV0FfGdb5POETLlwIVSmgloJ-cNhp3srKsa6_ydi_A,Chogath,blue,h5sUmw2xWnQ7arAQ0l9rjz6ovRVZI3aNi-FCy6Nzy8bGYCyDViqM2oF_pruJ7u6REghRskZxL1kziA,Vi,su07HBvZLk6ag2QcuCoKkm21PE2OAuOZoipeKX12jL_xcmvLwSocQCMow69sO3DZfmFYYUeZguFd0Q,Veigar,v7_9pB_HIx0nGW1dc21-hAGGB4WU7AlD1iHLcm7-f4ths9XKC7XZwe7k1jjcAY6DBSGGGHkyDu7Kbg,Ashe,zraeRFFbNt2SAsuURjibyd5Zme4inqinErbwPnOjdqVrxyf9r1239mwx0xRxtCScpYA_IRliU789aA,Morgana,8U3HAYaXEGEVq-apHIv3rWkRzDGtpmQWeZDu2mzV2jJgPpGiJMWGiZakbnxHWa54HF-Y8dsAJOCvYw,Aatrox,no3qyT5LYfowzOTZsuYcjiaMzluS7C9zfDWcbvpybt_U0h1p8Vl8Wxg64hneWDU_eZ8QSQEQohbDIA,Evelynn,YXzHmrG1YW1wCFR1IL_N_YcM5eGTl6yhY4D1L52gyceSzST29S5tr33-ZGOvmfGomVLwLf6ZNK3YoQ,Ekko,hzYtTv5TRR8DPz7ZdL4TTo7lq3ed-dR0_VyQqQDtY4O1FGpllblmIp5JB3s9fmjZrpZgbosXt6TqHw,Quinn,nqxSbDjepdB3qCGDK351LaTU9wy8q8bJVVWQTfIMGuocCJpoSm-Tz0SnpCn_fb1FGwi08LM5P5Sv6A,Lux,1,1,3,2,2,4,7,4,0,4,1,1,0,0,6,0,3,1,3,1,0,2,3,4,3,3,2,0,4,2,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0,0,4183,10,5001,8,6404,11,6582,9,4247,7,4003,9,4754,8,4616,10,4688,8,3462,7,4894,BRONZE,II
1605,No,Red,Els6WoynOmx4TZO3gFUJ5YQEAFY32gATH81pnjdxC5P4fs-9uDQFacftyEMGOTmS_aKnamdFKGEyYQ,Kled,blue,q62edUv1ieEc3j2iBhy9Yt447NJ6G4yPrafpCGKHP113ffsQ7uLr2duI6e5jpNab9l8OaaOMrzbOng,Briar,rzmRr7ed2t3idLEgx2LU1jhKWLPYLMJR5cuFFlIkMvv3vfO2_aEou4ocOwGTa68MBfn6x7pvVFRRcw,AurelionSol,_gxlA-SziSjX6btFj2nOgoiq3_5FLhklVX4JXqMCaTy91dWxH_pybrLb3XnkHdQzx22wzKjssmXdmw,Varus,czHeyJD3glL5Eg3fj1OFo5QB2mI6ghqCYo2p2pUn0i3lzNzho9SERcqKvwSYsCncwYbeaZhx8Dowgw,Blitzcrank,AXdR9FNd-_o1CLqA2LV82Ej5Gb57SCbRs7DTE75tz4oFfflsJFsQkgg1Qmzec1x7w2SfDs0ODmNHIw,Yorick,6_n79YA83MsngYWW_m4X7VVBikWZOVf9e_aERmoRdQd9k3eIhqaeA3wXwEXyCFSI9uY1T2nLQN13-Q,Zac,IqBplI5OapC1XAt1I7kflZRDPwV1kBsieKRZ09DnTgCe5ahQWBggxjwfwSEN_ogaMMXq2n6mqkQT5w,Taliyah,AqVBtAxgnJHtsgXlxJfwB9vZgPpnjbTM59IdK7Hw0qCvRRSf5UaZaLQITXjtYrSaH2isBLk5k3-MFw,Kaisa,wr9EbBUN062sZBwVoca2IJAFFXyNrr-5Znf4QI1iANq-IgqBk8U8B9IxmMrz0aSMzTJ0hoQrzvrxDw,Pyke,3,5,0,6,3,2,0,1,3,5,6,4,2,2,8,4,3,0,1,2,4,1,4,0,3,4,5,8,3,4,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,5633,10,7713,10,4085,9,6145,8,4928,8,7263,11,5493,9,4296,10,6360,9,6687,8,-1595,BRONZE,II
1748,No,Blue,P4nNp8UBJDXTwocDsDPanDqlYPB4hXQYEWb4EOhYeUR7UKUoNP_PKE0BppLbYPyE9ACpIWVXnvjhcg,Yorick,blue,u509vMVwd650NgqSwo53Z-3xmCUegkj8bp-dD_NobAIGige47YPPS6M372pAr4ytXB9iHPVdZmrv5w,LeeSin,g7PeQk5xgkswcfZRmzkXCOKGX7SX2-f296IHTIM5N8iRCZ-2oiMun42Rxv3Kss5Y8QSMvXBufFLarg,Senna,iCykGyCfJdZCQM2H0dEYm6-x26UInT06Ha9RlOk-5bCigvhfti8s2FADj9iO0rvGZMnjra5DwebNKg,Samira,HSVeXRJv78zgxdoXoHdLq9DkRuTjsdGpClKtX6udXGUctxrRUFIWeJ00nmRqe5EQd3QNYuEvYJUeeg,Yuumi,1nh3WQkVXNv-xItwLJXGA8Um4zzSG87QF5FqQsGPyGEo_JJyXBJJbdfszReP1rWTAtWC3DpQ73YiKg,DrMundo,J2w_pdJXa2B0iuI2cEAMhGs4dPJHno2d7EShtPNwdNtMbRNZg2h4DxpurUngW95Jnv7e6wKc7INN-A,Belveth,SoGLHrqSFrYDZmQxhheBCuIFFQQCwVqKPWAWCxEjfL2nq1ak29tWELheGb7gRPaBvICdoy6Pv31BUA,Akshan,qz6qyf1mP0GLFAIN0fkSq6YDHpHbklye8TGzpVT_lrmnu4lzeHs7nqyqRue-OpEK7uwoOwa3dB13gA,Ezreal,sk91c2HDMaPM2o17hwjwiyB-SaoMTjDfQiQwYqk4wNc8o4aTNFdb3aFp-Z0LJWUSZuQGVEDVDrRVwA,Morgana,1,1,1,3,0,0,0,3,3,0,1,1,1,1,0,0,1,1,2,2,2,4,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,1,5063,10,5640,9,4640,10,4046,8,3736,8,4352,10,4934,8,4993,10,5084,9,3806,8,-44,BRONZE,II
2500,No,Blue,cRdqqu2qsBEoRXvSw9N6OJ64RRLBHU1zVUMZG-LmHrsLwbdwVxaXNnuH9-T8Ery1aJFvh7_bw_appQ,Caitlyn,blue,UgdU17gvSv420rQMuA6QD-KFfuVZhRdoUlGFRBgYNF_SmJmnFmImTPh5ncwmglvaX0OlpibSSWp2fQ,Ivern,3TNEZgBaPclRuuPn5OvRyIFUpxQN32KfMEOWVZ1JJ2J0-m_tIRWMpX_258WQkgOucBK8MJaYT-RUog,Fizz,v-JkFbesxnGpx6EvbXZkSL3L4Nd4o-2qqk2Z25DGWJdsA4nhYoipExBj_8eAeESkB0fwB82hE0XPLQ,Vayne,MwkQzt25Wd4eSUhENK4NRpZcPz6FDDt3RD7NenrBsSdMhBq8YTolZCLZfvf2w37ehy8yJ9-wVxxzIg,Alistar,k9B7E1oODoeQa5RfVBwn4nG7lw8iHfgzqIWNxdoAD00CAe8aOAiFyGos6h5BF1hEA3nNIVpcFuCDKA,Renekton,bZFQVzhkwZ8GmoiFsCAzqDhihyUNTufT7bsFwArM4h1Yj8Uqg7MNFhkg9htyFYYkNN6KEI9G2NMHbw,Vi,9sQ0P_64KQ76b9ghYx-XkCl7IP0n9OeiL4Re1So00P6-ypp1w6C7lJaj7cqeozEHBFsXaI6c5gTlAg,Annie,SMzFBJ_BGvv2P_qdVsEfHDCm3BTInImY2sfUsGQ0cJcCLOlZIrte2Wu6YrBDzntV2tFDnO4F2rF3AA,Ezreal,KgSgUiE-oNhks7uabSVGyvSX0zb-YL8ZN_3ZWQHrWGXlTJTbkhdWmVc3DlkFyGFBR7KXfScqx3H3Zw,Morgana,2,2,1,2,0,2,1,3,1,1,4,1,1,3,3,2,3,0,0,0,1,3,1,0,5,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,6653,10,5339,8,4102,9,4609,8,4115,7,4951,10,4727,9,5522,11,6758,9,5192,7,-2332,BRONZE,II
